TU_RLTY_KID;Error;Error_text;KNum
6044959;0;;43:40:000457:1313
6044961;0;;43:40:000457:1314
6044963;0;;43:40:000457:1315
6044965;0;;43:40:000457:1316
6044967;0;;43:40:000457:1318
6044727;0;;43:40:000457:1328
6044969;0;;43:40:000457:1319
6044971;0;;43:40:000457:1320
6044973;0;;43:40:000457:1321
6044975;0;;43:40:000457:1322
6044977;0;;43:40:000457:1323
6044979;0;;43:40:000457:1324
6044981;0;;43:40:000457:1325
6044983;0;;43:40:000457:1326
6044985;0;;43:40:000457:1327
6044987;0;;43:40:000457:1329
6044729;0;;43:40:000457:1339
6044989;0;;43:40:000457:1330
6044991;0;;43:40:000457:1331
6044993;0;;43:40:000457:1332
6044995;0;;43:40:000457:1333
6044997;0;;43:40:000457:1334
6044999;0;;43:40:000457:1335
6045001;1;Parse error;
6045003;1;Parse error;
6045005;0;;43:40:000457:1338
6045007;0;;43:40:000457:1340
6044731;0;;43:40:000457:1350
6045009;0;;43:40:000457:1341
6045011;0;;43:40:000457:1342
6045013;0;;43:40:000457:1343
6045015;0;;43:40:000457:1344
6045017;0;;43:40:000457:1345
6045019;0;;43:40:000457:1346
6045021;0;;43:40:000457:1347
6045023;0;;43:40:000457:1348
6045025;0;;43:40:000457:1349
6045027;0;;43:40:000457:1351
6044733;0;;43:40:000457:1361
6045029;0;;43:40:000457:1352
6045031;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
6045033;0;;43:40:000457:1354
6045035;0;;43:40:000457:1355
6045037;0;;43:40:000457:1356
6045039;0;;43:40:000457:1357
6045041;0;;43:40:000457:1358
6045043;0;;43:40:000457:1359
6045045;0;;43:40:000457:1360
6045047;0;;43:40:000457:1362
6044735;0;;43:40:000457:1372
6045049;0;;43:40:000457:1363
6045051;0;;43:40:000457:1364
6045053;0;;43:40:000457:1365
6044683;0;;43:40:000457:1366
6044685;0;;43:40:000457:1367
6044687;0;;43:40:000457:1368
6044689;0;;43:40:000457:1369
6044691;0;;43:40:000457:1370
6044693;0;;43:40:000457:1371
6044695;0;;43:40:000457:1373
6044737;0;;43:40:000457:1383
6044697;0;;43:40:000457:1374
6044699;0;;43:40:000457:1375
6044701;0;;43:40:000457:1376
6044703;0;;43:40:000457:1377
6044785;0;;43:40:000457:1378
6044787;0;;43:40:000457:1379
6044789;0;;43:40:000457:1380
6044791;0;;43:40:000457:1381
6044793;1;Parse error;
6044817;1;Parse error;
6044739;0;;43:40:000457:1394
6044819;0;;43:40:000457:1385
6044821;0;;43:40:000457:1386
6044823;0;;43:40:000457:1387
6044825;0;;43:40:000457:1388
6044827;0;;43:40:000457:1389
6044829;0;;43:40:000457:1390
6044831;0;;43:40:000457:1391
6044741;0;;43:40:000457:1402
6044707;0;;43:40:000457:1412
6044743;0;;43:40:000457:1403
6044745;0;;43:40:000457:1404
6044747;0;;43:40:000457:1405
6044749;0;;43:40:000457:1406
6044751;0;;43:40:000457:1407
6044753;0;;43:40:000457:1408
6044755;0;;43:40:000457:1409
6044757;0;;43:40:000457:1410
6044759;0;;43:40:000457:1411
6044761;0;;43:40:000457:1413
6044709;0;;43:40:000457:1423
6044763;0;;43:40:000457:1414
6044765;0;;43:40:000457:1415
6044767;0;;43:40:000457:1416
6044769;0;;43:40:000457:1417
6044771;0;;43:40:000457:1418
6044773;0;;43:40:000457:1419
6044775;0;;43:40:000457:1420
6044777;1;Parse error;
6044779;1;Parse error;
6044781;0;;43:40:000457:1424
6044711;0;;43:40:000457:1434
6044783;0;;43:40:000457:1425
6044795;0;;43:40:000457:1426
6044797;0;;43:40:000457:1427
6044799;0;;43:40:000457:1428
6044801;0;;43:40:000457:1429
6044803;0;;43:40:000457:1430
6044805;0;;43:40:000457:1431
6044807;0;;43:40:000457:1432
6044809;0;;43:40:000457:1433
6044811;0;;43:40:000457:1435
6044713;0;;43:40:000457:1445
6044813;0;;43:40:000457:1436
6044815;0;;43:40:000457:1437
6044833;0;;43:40:000457:1438
6044835;0;;43:40:000457:1439
6044837;0;;43:40:000457:1440
6044839;0;;43:40:000457:1441
6044841;0;;43:40:000457:1442
6044843;0;;43:40:000457:1443
6044845;0;;43:40:000457:1444
6044847;0;;43:40:000457:1446
6044715;0;;43:40:000457:1456
6044849;0;;43:40:000457:1447
6044851;0;;43:40:000457:1448
6044853;1;Parse error;
6044855;1;Parse error;
6044857;0;;43:40:000457:1451
6044859;0;;43:40:000457:1452
6044861;0;;43:40:000457:1453
6044863;0;;43:40:000457:1454
6044865;0;;43:40:000457:1455
6044867;0;;43:40:000457:1457
6044717;0;;43:40:000457:1467
6044869;0;;43:40:000457:1458
6044871;0;;43:40:000457:1459
6044873;0;;43:40:000457:1460
6044875;0;;43:40:000457:1461
6044877;0;;43:40:000457:1462
6044879;0;;43:40:000457:1463
6044881;0;;43:40:000457:1464
6044883;0;;43:40:000457:1465
6044885;0;;43:40:000457:1466
6044887;0;;43:40:000457:1468
6044719;0;;43:40:000457:1478
6044889;0;;43:40:000457:1469
6044891;0;;43:40:000457:1470
6044893;0;;43:40:000457:1471
6044895;0;;43:40:000457:1472
6044897;0;;43:40:000457:1473
6044899;0;;43:40:000457:1474
6044901;0;;43:40:000457:1475
6044903;0;;43:40:000457:1476
6044905;1;Parse error;
6044907;1;Parse error;
6044721;0;;43:40:000457:1295
6044909;0;;43:40:000457:1480
6044911;0;;43:40:000457:1481
6044913;0;;43:40:000457:1482
6044915;0;;43:40:000457:1483
6044917;0;;43:40:000457:1484
6044919;0;;43:40:000457:1485
6044921;0;;43:40:000457:1486
6044923;0;;43:40:000457:1487
6044925;0;;43:40:000457:1488
6044927;0;;43:40:000457:1296
6115419;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4327784;0;;43:40:000459:1
4339673;0;;43:40:000459:1
4381061;0;;43:40:000459:1
5694203;0;;43:40:000459:1
5688423;0;;43:40:000459:1
4546141;0;;43:40:000459:1403
4734109;0;;43:40:000459:1405
4533593;0;;43:40:000459:1384
4601571;0;;43:40:000459:1406
4625883;0;;43:40:000459:1412
4662407;0;;43:40:000459:1443
4463783;0;;43:40:000459:1392
4389589;0;;43:40:000459:1435
4527147;0;;43:40:000459:1420
4740031;0;;43:40:000459:1444
4564515;0;;43:40:000459:1425
4656435;0;;43:40:000459:1382
4508281;0;;43:40:000459:1407
4763649;0;;43:40:000459:1393
4704151;0;;43:40:000459:1421
4514623;0;;43:40:000459:1394
4381063;1;Parse error;
4463667;1;Parse error;
4777173;0;;43:40:000459:1383
4410829;0;;43:40:000459:1426
4501895;0;;43:40:000459:1427
4489331;0;;43:40:000459:1414
4662405;0;;43:40:000459:1424
4570743;0;;43:40:000459:1395
4674213;0;;43:40:000459:1446
4638377;0;;43:40:000459:1436
4539751;0;;43:40:000459:1415
4763651;0;;43:40:000459:1416
4668307;0;;43:40:000459:1428
4539765;0;;43:40:000459:1447
4501899;0;;43:40:000459:1429
4668309;0;;43:40:000459:1408
4745977;0;;43:40:000459:1396
4668397;0;;43:40:000459:1390
4644469;0;;43:40:000459:1422
4431007;0;;43:40:000459:1437
4650341;0;;43:40:000459:1438
4644471;0;;43:40:000459:1417
4722039;0;;43:40:000459:1430
4625759;0;;43:40:000459:1423
4501901;0;;43:40:000459:1398
4424313;0;;43:40:000459:1439
4417657;0;;43:40:000459:1418
4668311;0;;43:40:000459:1431
4410965;0;;43:40:000459:1442
4663913;0;;43:40:000459:1409
4450595;0;;43:40:000459:1385
4396805;0;;43:40:000459:1379
4613757;0;;43:40:000459:1440
4775571;0;;43:40:000459:1410
4417665;0;;43:40:000459:1386
4710097;0;;43:40:000459:1387
4638389;0;;43:40:000459:1380
4625767;0;;43:40:000459:1381
4757771;0;;43:40:000459:1399
4554009;0;;43:40:000459:1433
4389467;0;;43:40:000459:1400
4619837;0;;43:40:000459:1401
4522631;0;;43:40:000459:1411
4638391;0;;43:40:000459:1402
4734021;0;;43:40:000459:1441
4450599;0;;43:40:000459:1388
4424325;0;;43:40:000459:1419
4529045;0;;43:40:000459:1397
4613759;0;;43:40:000459:1432
4763665;0;;43:40:000459:1389
4650445;0;;43:40:000459:1434
4470423;0;;43:40:000459:1404
4746093;0;;43:40:000459:1391
4322020;0;;43:40:000166:119
6000933;0;;43:40:000166:251
4334314;0;;43:40:000000:2292
5751235;0;;43:40:000000:2292
5710111;0;;43:40:000000:2292
4323682;0;;43:40:000000:2292
4324653;0;;43:40:000000:2292
4324655;0;;43:40:000000:2292
4327194;0;;43:40:000000:2292
4334323;0;;43:40:000000:2292
4327189;0;;43:40:000000:2292
4327246;0;;43:40:000000:2292
4334308;0;;43:40:000000:2292
4334316;0;;43:40:000000:2292
4334319;0;;43:40:000000:2292
4334335;0;;43:40:000000:2292
4334337;0;;43:40:000000:2292
4334364;0;;43:40:000000:2292
4350035;0;;43:40:000000:2292
5761334;0;;43:40:000000:2292
4324651;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5980695;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4336191;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5687640;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4845047;0;;43:40:000166:122
4373623;0;;43:40:000166:122
4327139;0;;43:40:000167:13
4327135;0;;43:40:000167:13
4343981;0;;43:40:000167:250
4327161;0;;43:40:000167:250
4350065;0;;43:40:000258:39
4327909;0;;43:40:000257:118
4385489;0;;43:40:000257:118
4453799;0;;43:40:000257:137
4479771;0;;43:40:000257:120
4542769;0;;43:40:000257:126
4772401;0;;43:40:000257:152
4724933;0;;43:40:000257:129
4628749;0;;43:40:000257:146
4542773;0;;43:40:000257:121
4766371;0;;43:40:000257:147
4598253;0;;43:40:000257:138
4517653;0;;43:40:000257:148
4400221;0;;43:40:000257:140
4447303;0;;43:40:000257:122
4610479;0;;43:40:000257:139
4584259;0;;43:40:000257:133
4392931;1;Parse error;
4392933;1;Parse error;
4460331;0;;43:40:000257:149
4653191;0;;43:40:000257:127
4616615;0;;43:40:000257:141
4530211;0;;43:40:000257:142
4718895;0;;43:40:000257:128
4615301;0;;43:40:000257:154
4453805;0;;43:40:000257:134
4554101;0;;43:40:000257:155
4407261;0;;43:40:000257:158
4579593;0;;43:40:000257:123
4712869;0;;43:40:000257:159
4573633;0;;43:40:000257:130
4653193;0;;43:40:000257:131
4736887;0;;43:40:000257:150
4447307;0;;43:40:000257:156
4712865;0;;43:40:000257:125
4419479;0;;43:40:000257:151
4385491;0;;43:40:000257:124
4736889;0;;43:40:000257:143
4385493;0;;43:40:000257:160
4473407;0;;43:40:000257:135
4536439;0;;43:40:000257:161
4523809;0;;43:40:000257:144
4392925;0;;43:40:000257:136
4522441;0;;43:40:000257:118
4517647;1;Parse error;
4542767;1;Parse error;
4639957;0;;43:40:000257:145
5691272;0;;43:40:000257:169
4385483;0;;43:40:000257:169
4336343;0;;43:40:000257:169
4340891;0;;43:40:000257:169
4647133;0;;43:40:000257:198
4700917;0;;43:40:000257:344
4504837;0;;43:40:000257:345
4647135;0;;43:40:000257:346
4420873;0;;43:40:000257:347
4659091;0;;43:40:000257:348
4736885;0;;43:40:000257:349
4683013;0;;43:40:000257:350
4407259;0;;43:40:000257:351
4689039;0;;43:40:000257:352
4517651;0;;43:40:000257:353
4573627;0;;43:40:000257:203
4616613;0;;43:40:000257:354
4596835;0;;43:40:000257:355
4414127;0;;43:40:000257:356
4627653;0;;43:40:000257:357
4748723;0;;43:40:000257:358
4647137;0;;43:40:000257:359
4400223;0;;43:40:000257:360
4677093;0;;43:40:000257:361
4598257;0;;43:40:000257:362
4561329;0;;43:40:000257:363
4434189;0;;43:40:000257:337
4498581;0;;43:40:000257:364
4385485;0;;43:40:000257:317
4695013;0;;43:40:000257:365
4628753;0;;43:40:000257:366
4754477;0;;43:40:000257:367
4466859;0;;43:40:000257:368
4516241;0;;43:40:000257:369
4766373;0;;43:40:000257:370
4528825;0;;43:40:000257:371
4754479;0;;43:40:000257:372
4718893;0;;43:40:000257:338
4385487;1;Parse error;
4466861;1;Parse error;
4486159;0;;43:40:000257:375
4628755;0;;43:40:000257:376
4591793;0;;43:40:000257:377
4677099;0;;43:40:000257:378
4598267;0;;43:40:000257:379
4748735;0;;43:40:000257:380
4766385;0;;43:40:000257:381
4498593;0;;43:40:000257:382
4567521;0;;43:40:000257:339
4492327;0;;43:40:000257:383
4700929;0;;43:40:000257:384
4603019;0;;43:40:000257:340
4405247;0;;43:40:000257:341
4504835;0;;43:40:000257:342
4447301;0;;43:40:000257:343
5967265;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5793090;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5967258;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5883125;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5883122;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4335910;0;;43:40:000261:45
4343827;0;;43:40:000261:215
4340455;0;;43:40:000261:215
4375727;0;;43:40:000261:215
4813277;0;;43:40:000261:215
4804169;0;;43:40:000261:215
4616627;0;;43:40:000261:215
4712885;0;;43:40:000261:216
4735799;0;;43:40:000261:236
4492329;0;;43:40:000261:254
4647153;0;;43:40:000261:237
4392957;0;;43:40:000261:226
4598273;0;;43:40:000261:230
4683039;0;;43:40:000261:238
4492331;0;;43:40:000261:231
4622653;0;;43:40:000261:221
4682015;0;;43:40:000261:251
4473417;0;;43:40:000261:255
4567539;0;;43:40:000261:224
4730897;0;;43:40:000261:232
4536447;0;;43:40:000261:227
4585583;0;;43:40:000261:228
4712889;0;;43:40:000261:222
4635033;0;;43:40:000261:247
4663717;0;;43:40:000261:256
4591799;0;;43:40:000261:240
4434203;0;;43:40:000261:217
4730893;0;;43:40:000261:242
4754497;0;;43:40:000261:248
4492333;0;;43:40:000261:257
4572277;0;;43:40:000261:223
4432317;0;;43:40:000261:239
4724941;0;;43:40:000261:233
4591801;0;;43:40:000261:234
4718907;0;;43:40:000261:249
4555255;0;;43:40:000261:229
4542787;0;;43:40:000261:241
4641267;0;;43:40:000261:250
4375729;0;;43:40:000261:225
4561343;0;;43:40:000261:246
4427479;0;;43:40:000261:258
4542789;0;;43:40:000261:243
4647161;0;;43:40:000261:244
4639949;0;;43:40:000261:260
4754499;0;;43:40:000261:253
4434205;0;;43:40:000261:218
4628773;0;;43:40:000261:245
4392965;0;;43:40:000261:259
4712883;0;;43:40:000261:235
4407269;0;;43:40:000261:252
4742849;0;;43:40:000261:219
4434199;0;;43:40:000261:220
4730895;0;;43:40:000261:346
4375615;0;;43:40:000256:1205
4341283;0;;43:40:000256:1205
4694953;0;;43:40:000256:1288
4486065;0;;43:40:000256:1297
4706883;0;;43:40:000256:1298
4616541;0;;43:40:000256:1300
4622577;0;;43:40:000256:1299
4622579;1;Parse error;
4523717;1;Parse error;
4711563;0;;43:40:000256:1313
4694937;0;;43:40:000256:1314
4641157;0;;43:40:000256:1306
4772333;0;;43:40:000256:1291
4584595;0;;43:40:000256:1307
4772317;0;;43:40:000256:1308
4682949;0;;43:40:000256:1309
4400127;0;;43:40:000256:1303
4604227;0;;43:40:000256:1304
4553493;0;;43:40:000256:1310
4651823;0;;43:40:000256:1311
4498469;0;;43:40:000256:1312
4748635;0;;43:40:000256:1326
4688971;0;;43:40:000256:1318
4375651;0;;43:40:000256:1220
4392839;0;;43:40:000256:1321
4724841;0;;43:40:000256:1315
4610423;0;;43:40:000256:1316
4694947;0;;43:40:000256:1317
4567447;0;;43:40:000256:1319
4754413;0;;43:40:000256:1327
4754415;0;;43:40:000256:1345
4511213;0;;43:40:000256:1343
4447219;0;;43:40:000256:1344
4498471;0;;43:40:000256:1346
4628675;0;;43:40:000256:1218
4542703;0;;43:40:000256:1320
4621295;0;;43:40:000256:1325
4547227;0;;43:40:000256:1324
4730815;0;;43:40:000256:1322
4598161;0;;43:40:000256:1323
4542705;0;;43:40:000256:1340
4628699;0;;43:40:000256:1342
4414039;0;;43:40:000256:1341
4453723;0;;43:40:000256:1328
4742769;0;;43:40:000256:1331
4622575;0;;43:40:000256:1290
4653115;0;;43:40:000256:1330
4585475;0;;43:40:000256:1356
4420809;0;;43:40:000256:1357
4712791;0;;43:40:000256:1355
4473347;0;;43:40:000256:1333
4523731;0;;43:40:000256:1336
4604235;0;;43:40:000256:1334
4452383;0;;43:40:000256:1354
4447233;0;;43:40:000256:1352
4434117;0;;43:40:000256:1353
4641155;0;;43:40:000256:1293
4511223;0;;43:40:000256:1329
4759135;0;;43:40:000256:1332
4718819;0;;43:40:000256:1337
4465697;0;;43:40:000256:1335
4375617;0;;43:40:000256:1348
4712781;0;;43:40:000256:1347
4694939;0;;43:40:000256:1338
4453711;0;;43:40:000256:1339
4753221;0;;43:40:000256:1349
4555155;0;;43:40:000256:1350
4392819;0;;43:40:000256:1294
4604217;0;;43:40:000256:1351
4453709;0;;43:40:000256:1295
4530101;0;;43:40:000256:1296
4406073;0;;43:40:000262:256
5954488;0;;43:40:000262:256
4789973;0;;43:40:000262:256
4786293;0;;43:40:000262:256
4818753;0;;43:40:000262:256
4406075;0;;43:40:000262:256
4795063;0;;43:40:000262:256
4795621;0;;43:40:000262:256
4788439;0;;43:40:000262:256
4808167;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4814869;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4805487;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4810263;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4797841;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4787413;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4414137;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4566077;0;;43:40:000262:587
4340403;0;;43:40:000246:525
4420875;0;;43:40:000246:525
4814665;0;;43:40:000246:536
4555247;0;;43:40:000246:536
4453809;0;;43:40:000246:530
4791161;0;;43:40:000246:530
4789153;0;;43:40:000246:530
4724935;0;;43:40:000246:528
4635025;0;;43:40:000246:525
4420877;0;;43:40:000246:529
4604319;0;;43:40:000246:531
4683017;0;;43:40:000246:533
4817185;0;;43:40:000246:527
4567527;0;;43:40:000246:527
4735777;0;;43:40:000246:535
4712871;0;;43:40:000246:532
4517655;0;;43:40:000246:526
4809563;0;;43:40:000246:526
4772403;0;;43:40:000246:534
4350282;0;;43:40:000000:3008
4375747;0;;43:40:000262:25
4344343;0;;43:40:000262:25
5799186;0;;43:40:000262:25
4741487;0;;43:40:000262:272
4604337;0;;43:40:000262:260
4724943;0;;43:40:000262:297
4407279;0;;43:40:000262:303
4440867;0;;43:40:000262:274
4647163;0;;43:40:000262:275
4766397;0;;43:40:000262:261
4603013;0;;43:40:000262:283
4385513;0;;43:40:000262:286
4598277;0;;43:40:000262:304
4567545;0;;43:40:000262:262
4440865;0;;43:40:000262:273
4517657;0;;43:40:000262:258
4748747;0;;43:40:000262:292
4628777;0;;43:40:000262:284
4453825;0;;43:40:000262:305
4492337;0;;43:40:000262:298
4542791;0;;43:40:000262:276
4471973;0;;43:40:000262:268
4392977;0;;43:40:000262:277
4466873;0;;43:40:000262:293
4473421;0;;43:40:000262:278
4453827;0;;43:40:000262:299
4748745;0;;43:40:000262:265
4427485;0;;43:40:000262:269
4426019;0;;43:40:000262:306
4434211;0;;43:40:000262:294
4754507;0;;43:40:000262:287
4712899;0;;43:40:000262:300
4695033;0;;43:40:000262:279
4573651;0;;43:40:000262:288
4742857;0;;43:40:000262:289
4400243;0;;43:40:000262:290
4434213;1;Parse error;
4392967;1;Parse error;
4555259;0;;43:40:000262:280
4490921;0;;43:40:000262:291
4742867;0;;43:40:000262:270
4695035;0;;43:40:000262:271
4585587;0;;43:40:000262:307
4687313;0;;43:40:000262:302
4498605;0;;43:40:000262:308
4420891;0;;43:40:000262:263
5973561;0;;43:40:000262:296
4610497;0;;43:40:000262:854
4492339;0;;43:40:000262:295
4392969;0;;43:40:000262:266
4434215;0;;43:40:000262:264
4653207;0;;43:40:000262:285
4375749;0;;43:40:000262:282
4504861;0;;43:40:000262:267
4384111;0;;43:40:000262:259
5921819;0;;43:40:000256:1179
4375643;0;;43:40:000246:537
4339935;0;;43:40:000246:537
4572281;0;;43:40:000246:595
4742761;0;;43:40:000246:569
4504761;0;;43:40:000246:613
4440775;0;;43:40:000246:538
4682963;0;;43:40:000246:539
4453725;0;;43:40:000246:602
4730817;0;;43:40:000246:574
4639955;0;;43:40:000246:543
4700853;0;;43:40:000246:591
4517583;0;;43:40:000246:592
4440777;0;;43:40:000246:614
4414035;0;;43:40:000246:561
4460239;0;;43:40:000246:540
4585477;0;;43:40:000246:575
4760413;0;;43:40:000246:565
4671109;0;;43:40:000246:549
4458859;0;;43:40:000246:615
4647059;0;;43:40:000246:606
4699631;0;;43:40:000246:607
4682965;0;;43:40:000246:553
4664965;0;;43:40:000246:579
4766313;0;;43:40:000246:603
4560019;0;;43:40:000246:589
4530115;1;Parse error;
4772321;1;Parse error;
4706885;0;;43:40:000246:558
4585463;0;;43:40:000246:581
4427395;0;;43:40:000246:582
4504751;0;;43:40:000246:544
4634915;0;;43:40:000246:566
4579527;0;;43:40:000246:570
4511203;0;;43:40:000246:554
4567441;0;;43:40:000246:608
4427407;0;;43:40:000246:576
4598151;0;;43:40:000246:577
4717583;0;;43:40:000246:555
4700839;0;;43:40:000246:567
4392829;0;;43:40:000246:583
4766295;0;;43:40:000246:556
4616547;0;;43:40:000246:578
4517565;0;;43:40:000246:600
4760403;0;;43:40:000246:545
4439401;0;;43:40:000246:559
4486075;0;;43:40:000246:550
4375645;0;;43:40:000246:564
4772325;0;;43:40:000246:557
4573551;0;;43:40:000246:609
4622587;0;;43:40:000246:597
4700845;0;;43:40:000246:610
5862841;0;;43:40:000246:610
4486077;0;;43:40:000246:546
4561229;0;;43:40:000246:571
4466761;0;;43:40:000246:568
4706893;0;;43:40:000246:584
4628695;1;Parse error;
4523725;1;Parse error;
4585469;0;;43:40:000246:601
4427401;0;;43:40:000246:547
4478371;0;;43:40:000246:585
4658999;0;;43:40:000246:598
4754409;0;;43:40:000246:551
4729593;0;;43:40:000246:586
4427403;0;;43:40:000246:587
4706895;0;;43:40:000246:611
4567449;0;;43:40:000246:604
4796763;0;;43:40:000246:604
4634933;0;;43:40:000246:594
4447225;0;;43:40:000246:612
4585471;0;;43:40:000246:552
4766311;0;;43:40:000246:562
4447227;0;;43:40:000246:599
4724845;0;;43:40:000246:560
4634935;0;;43:40:000246:605
4663719;0;;43:40:000246:563
4447229;0;;43:40:000246:572
4375649;0;;43:40:000246:573
4659005;0;;43:40:000246:588
4405697;0;;43:40:000246:542
4760409;0;;43:40:000246:548
4392845;0;;43:40:000246:590
4694951;0;;43:40:000246:616
4511219;0;;43:40:000246:537
4342523;0;;43:40:000256:1184
4375723;0;;43:40:000256:1184
4616617;0;;43:40:000256:936
4530217;0;;43:40:000256:961
4641253;0;;43:40:000256:996
4641255;0;;43:40:000256:931
4689041;0;;43:40:000256:939
4406071;0;;43:40:000256:990
4742839;0;;43:40:000256:953
4542775;0;;43:40:000256:919
4579595;0;;43:40:000256:928
4555251;0;;43:40:000256:982
4414133;0;;43:40:000256:954
4760503;0;;43:40:000256:977
4398707;0;;43:40:000256:983
4639525;0;;43:40:000256:929
4567531;0;;43:40:000256:984
4760509;0;;43:40:000256:985
4748731;0;;43:40:000256:940
4717587;0;;43:40:000256:941
4628763;0;;43:40:000256:962
4536443;0;;43:40:000256:920
4671189;0;;43:40:000256:921
4604325;0;;43:40:000256:991
4628759;0;;43:40:000256:960
4479783;0;;43:40:000256:970
4622651;0;;43:40:000256:979
4392943;0;;43:40:000256:971
4452379;0;;43:40:000256:942
4542777;0;;43:40:000256:922
4603017;0;;43:40:000256:986
4665047;0;;43:40:000256:923
4604327;0;;43:40:000256:924
4689043;0;;43:40:000256:925
4530225;0;;43:40:000256:987
4598259;0;;43:40:000256:994
4460339;0;;43:40:000256:943
4671195;0;;43:40:000256:944
4616619;0;;43:40:000256:997
4498589;0;;43:40:000256:972
4604329;0;;43:40:000256:945
4392949;0;;43:40:000256:992
4683025;0;;43:40:000256:955
4490929;0;;43:40:000256:963
4628767;0;;43:40:000256:1184
4820449;0;;43:40:000256:950
4641257;0;;43:40:000256:950
4641251;0;;43:40:000256:988
4486163;0;;43:40:000256:973
4712881;0;;43:40:000256:969
4504853;0;;43:40:000256:956
4471977;0;;43:40:000256:989
4633647;0;;43:40:000256:964
4700923;0;;43:40:000256:980
4653197;0;;43:40:000256:946
4772409;0;;43:40:000256:947
4573637;0;;43:40:000256:957
4647151;0;;43:40:000256:974
4712877;0;;43:40:000256:949
4700927;0;;43:40:000256:932
4759137;0;;43:40:000256:975
4486165;0;;43:40:000256:998
4560023;0;;43:40:000256:993
4772413;0;;43:40:000256:927
4591791;0;;43:40:000256:967
4561339;0;;43:40:000256:937
4392951;0;;43:40:000256:951
4460347;0;;43:40:000256:933
4665055;0;;43:40:000256:981
4375725;0;;43:40:000256:995
4683035;0;;43:40:000256:934
4414135;0;;43:40:000256:948
4695021;0;;43:40:000256:968
4706975;0;;43:40:000256:935
4465367;0;;43:40:000256:938
4585575;0;;43:40:000256:952
4392953;0;;43:40:000256:965
4653203;0;;43:40:000256:958
4591795;0;;43:40:000256:926
4542781;0;;43:40:000256:976
4400227;0;;43:40:000256:978
4420883;0;;43:40:000256:959
4400229;0;;43:40:000256:966
4326328;0;;43:40:000258:117
4344300;0;;43:40:000258:117
4372579;0;;43:40:000258:117
4843935;0;;43:40:000258:117
4323684;0;;43:40:000000:3167
4349473;0;;43:40:000262:27
4385477;0;;43:40:000262:27
4530253;0;;43:40:000262:327
4683005;0;;43:40:000262:315
4414125;0;;43:40:000262:333
4555231;0;;43:40:000262:334
4548937;0;;43:40:000262:351
4689035;0;;43:40:000262:323
4772393;0;;43:40:000262:337
4598245;0;;43:40:000262:342
4598247;0;;43:40:000262:310
4754473;0;;43:40:000262:349
4591777;0;;43:40:000262:361
4420895;0;;43:40:000262:344
4622649;0;;43:40:000262:311
4523803;0;;43:40:000262:352
4498577;0;;43:40:000262:367
4665037;0;;43:40:000262:343
4596829;0;;43:40:000262:331
4434187;0;;43:40:000262:362
4671179;0;;43:40:000262:316
4616607;0;;43:40:000262:353
4711997;0;;43:40:000262:354
4748757;0;;43:40:000262:338
4653211;0;;43:40:000262:360
4604345;0;;43:40:000262:324
4453829;0;;43:40:000262:312
4591817;0;;43:40:000262:339
4742873;0;;43:40:000262:358
4653213;0;;43:40:000262:317
4542795;0;;43:40:000262:313
4653215;0;;43:40:000262:332
4700937;0;;43:40:000262:355
4641277;0;;43:40:000262:345
4440875;0;;43:40:000262:363
4567557;0;;43:40:000262:320
4427491;0;;43:40:000262:364
4453831;1;Parse error;
4675737;1;Parse error;
4440877;0;;43:40:000262:356
4689053;0;;43:40:000262:368
4604347;0;;43:40:000262:365
4385479;0;;43:40:000262:318
4591779;0;;43:40:000262:335
4706959;0;;43:40:000262:319
4453795;0;;43:40:000262:346
4687727;0;;43:40:000262:350
4392923;0;;43:40:000262:326
4695005;0;;43:40:000262:314
4555233;0;;43:40:000262:340
4712863;0;;43:40:000262:329
4653185;0;;43:40:000262:336
4635021;0;;43:40:000262:347
4523805;0;;43:40:000262:359
4730885;0;;43:40:000262:366
4585563;0;;43:40:000262:357
4760497;0;;43:40:000262:348
4671205;0;;43:40:000262:321
4639951;0;;43:40:000262:341
4754511;0;;43:40:000262:322
4647169;0;;43:40:000262:330
4479797;0;;43:40:000262:309
