TU_RLTY_KID;Error;Error_text;KNum
5730315;0;;43:40:000459:5315
5730317;0;;43:40:000459:5347
5730319;0;;43:40:000459:5348
5730321;0;;43:40:000459:5349
5729719;0;;43:40:000459:5868
5730323;0;;43:40:000459:5350
5730325;0;;43:40:000459:5330
5730327;0;;43:40:000459:5327
5730329;0;;43:40:000459:5271
5730331;0;;43:40:000459:5276
5730333;0;;43:40:000459:5334
5730387;0;;43:40:000459:5279
5730389;0;;43:40:000459:5277
5730391;0;;43:40:000459:5354
5730393;0;;43:40:000459:5332
5729721;0;;43:40:000459:5417
5730395;0;;43:40:000459:5336
5730397;0;;43:40:000459:5337
5730399;0;;43:40:000459:5301
5730401;0;;43:40:000459:5303
5730403;0;;43:40:000459:5267
5730405;0;;43:40:000459:5302
5730407;0;;43:40:000459:5335
5730409;1;Parse error;
5730411;1;Parse error;
5729295;0;;43:40:000459:5309
5729723;0;;43:40:000459:5818
5729297;0;;43:40:000459:5310
5729299;0;;43:40:000459:5313
5729301;0;;43:40:000459:5344
5729303;0;;43:40:000459:5346
5729305;0;;43:40:000459:5345
5729307;0;;43:40:000459:5317
5729309;0;;43:40:000459:5324
5729311;0;;43:40:000459:5326
5729313;0;;43:40:000459:5351
5729315;0;;43:40:000459:5352
5729725;0;;43:40:000459:5798
5729317;0;;43:40:000459:5353
5729319;0;;43:40:000459:5318
5729347;0;;43:40:000459:5319
5729349;0;;43:40:000459:5320
5729351;0;;43:40:000459:5268
5729353;0;;43:40:000459:5321
5729727;0;;43:40:000459:5865
5729365;0;;43:40:000459:5599
5729729;0;;43:40:000459:5845
5729731;0;;43:40:000459:5811
5729733;0;;43:40:000459:5593
5729735;0;;43:40:000459:5802
5729789;0;;43:40:000459:5816
5729791;0;;43:40:000459:5867
5729793;0;;43:40:000459:5392
5729795;0;;43:40:000459:5404
5729797;0;;43:40:000459:5824
5729799;0;;43:40:000459:5412
5729367;0;;43:40:000459:5589
5729801;0;;43:40:000459:5372
5729803;0;;43:40:000459:5420
5729805;0;;43:40:000459:5869
5729807;0;;43:40:000459:5911
5729809;0;;43:40:000459:5586
5729811;0;;43:40:000459:5822
5729813;0;;43:40:000459:5859
5729867;0;;43:40:000459:5360
5729869;0;;43:40:000459:5387
5729871;0;;43:40:000459:5601
5729369;0;;43:40:000459:5363
5729873;0;;43:40:000459:5846
5729875;0;;43:40:000459:5394
5729877;0;;43:40:000459:5416
5729879;0;;43:40:000459:5817
5729881;0;;43:40:000459:5887
5729883;0;;43:40:000459:5419
5729885;0;;43:40:000459:5415
5729887;0;;43:40:000459:5375
5729889;0;;43:40:000459:5587
5729891;0;;43:40:000459:5804
5729419;0;;43:40:000459:5864
5729945;0;;43:40:000459:5809
5729947;0;;43:40:000459:5388
5729949;0;;43:40:000459:5831
5729951;0;;43:40:000459:5796
5729953;0;;43:40:000459:5878
5729955;0;;43:40:000459:5885
5729957;0;;43:40:000459:5848
5729959;0;;43:40:000459:5406
5729961;0;;43:40:000459:5808
5729963;0;;43:40:000459:5381
5816359;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
5746417;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4328066;0;;43:40:000459:2491
4328078;0;;43:40:000459:3009
4886435;0;;43:40:000459:3009
4886537;0;;43:40:000459:3030
4886467;0;;43:40:000459:3065
4886641;0;;43:40:000459:3293
4886673;0;;43:40:000459:3300
4886675;0;;43:40:000459:3316
4886677;0;;43:40:000459:3301
4886679;0;;43:40:000459:3333
4886713;0;;43:40:000459:3318
4886715;0;;43:40:000459:3329
4886717;0;;43:40:000459:3326
4886899;0;;43:40:000459:3321
4886901;0;;43:40:000459:3297
4886469;0;;43:40:000459:3061
4886903;0;;43:40:000459:3317
4886617;0;;43:40:000459:3292
4886619;0;;43:40:000459:3726
4886621;0;;43:40:000459:3314
4886937;0;;43:40:000459:3320
4886939;0;;43:40:000459:3323
4886959;0;;43:40:000459:3334
4886961;0;;43:40:000459:3310
4886587;0;;43:40:000459:3305
4886589;1;Parse error;
4886591;1;Parse error;
4886471;0;;43:40:000459:3069
4886593;0;;43:40:000459:3031
4886623;0;;43:40:000459:3036
4886625;0;;43:40:000459:3015
4886627;0;;43:40:000459:3013
4886629;0;;43:40:000459:3029
4886631;0;;43:40:000459:3049
4886643;0;;43:40:000459:3022
4886645;0;;43:40:000459:3020
4886647;0;;43:40:000459:3027
4886649;0;;43:40:000459:3034
4886479;0;;43:40:000459:3033
4886651;0;;43:40:000459:3032
4886681;0;;43:40:000459:3040
4886683;0;;43:40:000459:3037
4886685;0;;43:40:000459:3026
4886719;0;;43:40:000459:3016
4886721;0;;43:40:000459:3102
4886723;0;;43:40:000459:3415
4886725;0;;43:40:000459:3097
4886727;0;;43:40:000459:3122
4886729;0;;43:40:000459:3104
4886481;0;;43:40:000459:3011
4886767;0;;43:40:000459:3042
4886769;0;;43:40:000459:3077
4886771;0;;43:40:000459:3068
4886773;0;;43:40:000459:3054
4886801;0;;43:40:000459:3271
4886803;0;;43:40:000459:3278
4886805;0;;43:40:000459:3251
4886807;0;;43:40:000459:3327
4886809;0;;43:40:000459:3259
4886595;0;;43:40:000459:3241
4886483;0;;43:40:000459:3010
4886597;0;;43:40:000459:3272
4886633;0;;43:40:000459:3247
4886635;0;;43:40:000459:3264
4886653;0;;43:40:000459:3328
4886655;0;;43:40:000459:3313
4886687;0;;43:40:000459:3330
4886689;0;;43:40:000459:3267
4886691;0;;43:40:000459:3307
4886731;0;;43:40:000459:3273
4886733;0;;43:40:000459:3332
4886495;0;;43:40:000459:3024
4886735;0;;43:40:000459:3319
4886775;0;;43:40:000459:3303
4886777;0;;43:40:000459:3283
4886779;0;;43:40:000459:3269
4886781;0;;43:40:000459:3331
4886811;0;;43:40:000459:3268
4886813;0;;43:40:000459:3325
4886815;0;;43:40:000459:3231
4886839;0;;43:40:000459:3091
4886841;0;;43:40:000459:3039
4886497;0;;43:40:000459:3071
4886905;0;;43:40:000459:3130
4886907;0;;43:40:000459:3138
4886909;0;;43:40:000459:3012
4886599;1;Parse error;
4886601;1;Parse error;
4886783;0;;43:40:000459:3018
4886785;0;;43:40:000459:3086
4886787;0;;43:40:000459:3073
4886879;0;;43:40:000459:3064
4886881;0;;43:40:000459:3075
4886503;0;;43:40:000459:3066
4886963;0;;43:40:000459:3081
4886965;0;;43:40:000459:3063
4886967;0;;43:40:000459:3059
4886693;0;;43:40:000459:3089
4886695;0;;43:40:000459:3094
4886737;0;;43:40:000459:3098
4886739;0;;43:40:000459:3113
4886741;0;;43:40:000459:3093
4886743;0;;43:40:000459:3109
4886745;0;;43:40:000459:3125
4886505;0;;43:40:000459:3148
4886817;0;;43:40:000459:3194
4886819;0;;43:40:000459:3227
4886821;0;;43:40:000459:3260
4886823;0;;43:40:000459:3209
4886843;0;;43:40:000459:3225
4886845;0;;43:40:000459:3146
4886847;0;;43:40:000459:3221
4886849;1;Parse error;
4886857;1;Parse error;
4886859;0;;43:40:000459:3120
4886539;0;;43:40:000459:3014
4886507;0;;43:40:000459:3100
4886895;0;;43:40:000459:3220
4886897;0;;43:40:000459:3155
4886657;0;;43:40:000459:3236
4886659;0;;43:40:000459:3179
4886661;0;;43:40:000459:3172
4886861;0;;43:40:000459:3296
4886863;0;;43:40:000459:3285
4886919;0;;43:40:000459:3187
4886921;0;;43:40:000459:3152
4886663;0;;43:40:000459:3218
4886517;0;;43:40:000459:3306
4886665;0;;43:40:000459:3244
4886667;0;;43:40:000459:3106
4886697;0;;43:40:000459:3288
4886699;0;;43:40:000459:3263
4886701;0;;43:40:000459:3226
4886747;0;;43:40:000459:3291
4886749;0;;43:40:000459:3191
4886751;0;;43:40:000459:3216
4886753;0;;43:40:000459:3243
4886755;0;;43:40:000459:3233
4886519;0;;43:40:000459:3188
4886825;1;Parse error;
4886827;1;Parse error;
4886829;0;;43:40:000459:3215
4886831;0;;43:40:000459:3228
4886669;0;;43:40:000459:3322
4886671;0;;43:40:000459:3185
4886883;0;;43:40:000459:3280
4886885;0;;43:40:000459:3174
4886969;0;;43:40:000459:3198
4886971;0;;43:40:000459:3299
4886521;0;;43:40:000459:3245
4886703;0;;43:40:000459:3290
4886705;0;;43:40:000459:3324
4886707;0;;43:40:000459:3127
4886709;0;;43:40:000459:3141
4886711;0;;43:40:000459:3118
4886757;0;;43:40:000459:3133
4886759;0;;43:40:000459:3051
4886761;0;;43:40:000459:3176
4886789;0;;43:40:000459:3302
4886791;0;;43:40:000459:3136
4886523;0;;43:40:000459:3140
4886793;0;;43:40:000459:3255
4886795;0;;43:40:000459:3121
4886851;0;;43:40:000459:3058
4886853;0;;43:40:000459:3250
4886855;0;;43:40:000459:3246
4886865;0;;43:40:000459:3151
4886867;0;;43:40:000459:3137
4886869;0;;43:40:000459:3197
4886871;0;;43:40:000459:3223
4886887;0;;43:40:000459:3157
4886525;0;;43:40:000459:3203
4886889;0;;43:40:000459:3193
4886891;0;;43:40:000459:3295
4886893;0;;43:40:000459:3257
4886911;0;;43:40:000459:3289
4886913;0;;43:40:000459:3311
4886923;0;;43:40:000459:3180
4886925;0;;43:40:000459:3309
4886927;0;;43:40:000459:3166
4886941;0;;43:40:000459:3222
4886943;0;;43:40:000459:3162
4886543;0;;43:40:000459:3232
4886945;0;;43:40:000459:3129
4886947;0;;43:40:000459:3128
4886575;0;;43:40:000459:3256
4886577;1;Parse error;
4886579;1;Parse error;
4886603;0;;43:40:000459:3143
4886605;0;;43:40:000459:3096
4886607;0;;43:40:000459:3253
4886545;0;;43:40:000459:3184
4886547;0;;43:40:000459:3114
4886549;0;;43:40:000459:3304
4886541;0;;43:40:000459:3050
4886565;0;;43:40:000459:3145
4886567;0;;43:40:000459:3110
4886499;0;;43:40:000459:3156
4886501;0;;43:40:000459:3254
4886437;0;;43:40:000459:3105
4886439;0;;43:40:000459:3242
4886459;0;;43:40:000459:3270
4886509;0;;43:40:000459:3144
4886511;0;;43:40:000459:3258
4886513;0;;43:40:000459:3298
4886445;0;;43:40:000459:3025
4886515;0;;43:40:000459:3150
4886527;0;;43:40:000459:3183
4886529;0;;43:40:000459:3239
4886551;0;;43:40:000459:3294
4886553;0;;43:40:000459:3211
4886531;0;;43:40:000459:3107
4886533;0;;43:40:000459:3158
4886535;0;;43:40:000459:3224
4886569;1;Parse error;
4886571;1;Parse error;
4886447;0;;43:40:000459:3041
4886555;0;;43:40:000459:3210
4886557;0;;43:40:000459:3276
4886559;0;;43:40:000459:3202
4886561;0;;43:40:000459:3275
4886563;0;;43:40:000459:3177
4886441;0;;43:40:000459:3235
4886443;0;;43:40:000459:3286
4886449;0;;43:40:000459:3315
4886451;0;;43:40:000459:3131
4886453;0;;43:40:000459:3213
4886455;0;;43:40:000459:3055
4886461;0;;43:40:000459:3195
4886485;0;;43:40:000459:3230
4886487;0;;43:40:000459:3279
4886489;0;;43:40:000459:3266
4886491;0;;43:40:000459:3182
4886493;0;;43:40:000459:3265
4886473;0;;43:40:000459:3417
4886475;0;;43:40:000459:3111
4886477;0;;43:40:000459:3171
4886573;0;;43:40:000459:3126
4886457;0;;43:40:000459:3045
4886763;0;;43:40:000459:3284
4886765;0;;43:40:000459:3261
4886797;0;;43:40:000459:3204
4886799;0;;43:40:000459:3173
4886833;0;;43:40:000459:3238
4886835;0;;43:40:000459:3201
4886837;0;;43:40:000459:3189
4886873;0;;43:40:000459:3124
4886875;0;;43:40:000459:3200
4886877;0;;43:40:000459:3277
4886463;0;;43:40:000459:3017
4886915;0;;43:40:000459:3205
4886917;0;;43:40:000459:3214
4886929;0;;43:40:000459:3287
4886931;0;;43:40:000459:3240
4886933;0;;43:40:000459:3219
4886935;0;;43:40:000459:3165
4886949;0;;43:40:000459:3199
4886951;0;;43:40:000459:3248
4886953;0;;43:40:000459:3249
4886955;0;;43:40:000459:3229
4886465;0;;43:40:000459:3021
4886957;0;;43:40:000459:3262
4886581;0;;43:40:000459:3167
4886583;0;;43:40:000459:3135
4886585;0;;43:40:000459:3234
4886609;0;;43:40:000459:3208
4886611;0;;43:40:000459:3274
4886613;0;;43:40:000459:3116
4886615;0;;43:40:000459:3312
4886637;0;;43:40:000459:3207
4886639;1;Parse error;
4327018;1;Parse error;
6053706;0;;43:40:000459:2482
4328076;0;;43:40:000459:4771
4886973;0;;43:40:000459:4771
5687430;0;;43:40:000459:4771
4876730;0;;43:40:000459:4771
4876732;0;;43:40:000459:4771
4876728;0;;43:40:000459:4771
5694444;0;;43:40:000459:4771
5694514;0;;43:40:000459:4771
5680321;0;;43:40:000459:4771
4886983;0;;43:40:000459:4772
4887001;0;;43:40:000459:4780
4887181;0;;43:40:000459:4869
4887183;0;;43:40:000459:4871
4887185;0;;43:40:000459:4872
4887187;0;;43:40:000459:4873
4887189;0;;43:40:000459:4874
4887191;0;;43:40:000459:4875
4887193;0;;43:40:000459:4876
4887195;0;;43:40:000459:4877
4887197;0;;43:40:000459:4878
4887199;0;;43:40:000459:4879
4887003;0;;43:40:000459:4781
4887201;0;;43:40:000459:4880
4887203;0;;43:40:000459:4881
4887205;0;;43:40:000459:4882
4887207;0;;43:40:000459:4883
4887209;1;Parse error;
4887211;1;Parse error;
4887213;0;;43:40:000459:4886
4887215;0;;43:40:000459:4887
4887217;0;;43:40:000459:4888
4887219;0;;43:40:000459:4889
4887005;0;;43:40:000459:4782
4887221;0;;43:40:000459:4819
4887223;0;;43:40:000459:4890
4887225;0;;43:40:000459:4891
4887227;0;;43:40:000459:4892
4887229;0;;43:40:000459:4893
4887231;0;;43:40:000459:4894
4887233;0;;43:40:000459:4895
4887235;0;;43:40:000459:4896
4887237;0;;43:40:000459:4897
4887239;0;;43:40:000459:4898
4887007;0;;43:40:000459:4783
4887241;0;;43:40:000459:4899
4887243;0;;43:40:000459:4900
4887245;0;;43:40:000459:4901
4887247;0;;43:40:000459:4902
4887249;0;;43:40:000459:4903
4887251;1;Parse error;
4887253;1;Parse error;
4887255;0;;43:40:000459:4906
4887257;0;;43:40:000459:4907
4887259;0;;43:40:000459:4908
4887009;0;;43:40:000459:4784
4887261;0;;43:40:000459:4909
4887263;0;;43:40:000459:4910
4887265;0;;43:40:000459:4911
4887267;0;;43:40:000459:4912
4887269;0;;43:40:000459:4913
4887271;0;;43:40:000459:4914
4887273;0;;43:40:000459:4915
4887275;0;;43:40:000459:4916
4887277;0;;43:40:000459:4917
4887279;0;;43:40:000459:4918
4887011;0;;43:40:000459:4938
4887281;0;;43:40:000459:4919
4887283;0;;43:40:000459:4920
4887285;0;;43:40:000459:4921
4887287;0;;43:40:000459:4922
4887289;0;;43:40:000459:4923
4887291;0;;43:40:000459:4924
4887293;0;;43:40:000459:4925
4886975;0;;43:40:000459:4926
4886977;0;;43:40:000459:4927
4886979;0;;43:40:000459:4928
4887013;0;;43:40:000459:4785
4886981;0;;43:40:000459:4929
4887015;0;;43:40:000459:4786
4887017;0;;43:40:000459:4787
4887019;0;;43:40:000459:4788
4886985;0;;43:40:000459:4773
4887021;0;;43:40:000459:4789
4887023;0;;43:40:000459:4790
4887025;0;;43:40:000459:4791
4887027;0;;43:40:000459:4792
4887029;0;;43:40:000459:4793
4887031;0;;43:40:000459:4794
4887033;0;;43:40:000459:4795
4887035;0;;43:40:000459:4796
4887037;0;;43:40:000459:4797
4887039;0;;43:40:000459:4798
4886987;0;;43:40:000459:4939
4887041;0;;43:40:000459:4799
4887043;0;;43:40:000459:4800
4887045;0;;43:40:000459:4801
4887047;1;Parse error;
4887049;1;Parse error;
4887051;0;;43:40:000459:4804
4887053;0;;43:40:000459:4805
4887055;0;;43:40:000459:4806
4887057;0;;43:40:000459:4807
4887059;0;;43:40:000459:4808
4886989;0;;43:40:000459:4774
4887061;0;;43:40:000459:4809
4887063;0;;43:40:000459:4810
4887065;0;;43:40:000459:4811
4887067;0;;43:40:000459:4812
4887069;0;;43:40:000459:4813
4887071;0;;43:40:000459:4814
4887073;0;;43:40:000459:4815
4887075;0;;43:40:000459:4816
4887077;0;;43:40:000459:4817
4887079;0;;43:40:000459:4818
4886991;0;;43:40:000459:4775
4887081;0;;43:40:000459:4820
4887083;0;;43:40:000459:4821
4887085;0;;43:40:000459:4822
4887087;0;;43:40:000459:4823
4887089;0;;43:40:000459:4824
4887091;0;;43:40:000459:4825
4887093;0;;43:40:000459:4826
4887095;0;;43:40:000459:4827
4887097;0;;43:40:000459:4828
4887099;0;;43:40:000459:4829
4886993;0;;43:40:000459:4776
4887101;1;Parse error;
4887103;1;Parse error;
4887105;0;;43:40:000459:4832
4887107;0;;43:40:000459:4833
4887109;0;;43:40:000459:4834
4887111;0;;43:40:000459:4835
4887113;0;;43:40:000459:4836
4887115;0;;43:40:000459:4837
4887117;0;;43:40:000459:4838
4887119;0;;43:40:000459:4839
4886995;0;;43:40:000459:4777
4887121;0;;43:40:000459:4840
4887123;0;;43:40:000459:4841
4887125;0;;43:40:000459:4842
4887127;0;;43:40:000459:4843
4887129;0;;43:40:000459:4844
4887131;0;;43:40:000459:4845
4887133;0;;43:40:000459:4846
4887135;0;;43:40:000459:4847
4887137;0;;43:40:000459:4848
4887139;0;;43:40:000459:4849
4886997;0;;43:40:000459:4778
4887141;0;;43:40:000459:4850
4887143;0;;43:40:000459:4851
4887145;0;;43:40:000459:4852
4887147;0;;43:40:000459:4853
4887149;0;;43:40:000459:4854
4887151;0;;43:40:000459:4855
4887153;0;;43:40:000459:4856
4887155;0;;43:40:000459:4857
4887157;0;;43:40:000459:4858
4887159;0;;43:40:000459:4859
4886999;0;;43:40:000459:4779
4887161;0;;43:40:000459:4860
4887163;0;;43:40:000459:4861
4887165;0;;43:40:000459:4862
4887167;0;;43:40:000459:4863
4887169;0;;43:40:000459:4864
4887171;0;;43:40:000459:4865
4887173;1;Parse error;
4887175;1;Parse error;
4887177;0;;43:40:000459:4868
4887179;0;;43:40:000459:4870
4327796;0;;43:40:000459:4376
6128639;0;;43:40:000459:4376
4321974;0;;43:40:000459:4380
4328070;0;;43:40:000459:4380
4326990;0;;43:40:000459:4380
5701945;0;;43:40:000459:4380
5701955;0;;43:40:000459:4381
5701969;0;;43:40:000459:4390
5702149;0;;43:40:000459:4478
5702151;0;;43:40:000459:4479
5702153;0;;43:40:000459:4480
5702155;0;;43:40:000459:4481
5702157;0;;43:40:000459:4482
5702159;0;;43:40:000459:4483
5702161;0;;43:40:000459:4484
5702163;0;;43:40:000459:4485
5702165;0;;43:40:000459:4486
5702167;0;;43:40:000459:4487
5701971;0;;43:40:000459:4391
5702169;0;;43:40:000459:4488
5702171;0;;43:40:000459:4489
5702173;0;;43:40:000459:4490
5702175;0;;43:40:000459:4491
5702177;0;;43:40:000459:4493
5702179;0;;43:40:000459:4494
5702181;0;;43:40:000459:4495
5702183;0;;43:40:000459:4496
5702185;0;;43:40:000459:4497
5702187;0;;43:40:000459:4498
5701973;0;;43:40:000459:4392
5702189;0;;43:40:000459:4499
5702191;0;;43:40:000459:4500
5702193;0;;43:40:000459:4501
5702195;1;Parse error;
5702197;1;Parse error;
5702199;0;;43:40:000459:4504
5702201;0;;43:40:000459:4505
5702203;0;;43:40:000459:4506
5702205;0;;43:40:000459:4507
5702207;0;;43:40:000459:4508
5701975;0;;43:40:000459:4393
5702209;0;;43:40:000459:4509
5702211;0;;43:40:000459:4510
5702213;0;;43:40:000459:4511
5702215;0;;43:40:000459:4512
5702217;0;;43:40:000459:4513
5702219;0;;43:40:000459:4514
5702221;0;;43:40:000459:4515
5702223;0;;43:40:000459:4516
5702225;0;;43:40:000459:4517
5702227;0;;43:40:000459:4518
5701977;0;;43:40:000459:4394
5702229;0;;43:40:000459:4519
5702231;0;;43:40:000459:4520
5702233;0;;43:40:000459:4521
5702235;0;;43:40:000459:4522
5702237;0;;43:40:000459:4523
5702239;0;;43:40:000459:4524
5702241;0;;43:40:000459:4525
5702243;0;;43:40:000459:4526
5702245;0;;43:40:000459:4527
5702247;0;;43:40:000459:4528
5701989;0;;43:40:000459:4395
5702249;0;;43:40:000459:4529
5702251;0;;43:40:000459:4530
5702253;0;;43:40:000459:4531
5702255;0;;43:40:000459:4532
5702257;0;;43:40:000459:4533
5702259;0;;43:40:000459:4534
5702261;0;;43:40:000459:4535
5701947;0;;43:40:000459:4536
5701949;0;;43:40:000459:4537
5701951;0;;43:40:000459:4538
5701991;0;;43:40:000459:4396
5701953;0;;43:40:000459:4539
5701993;0;;43:40:000459:4397
5701995;0;;43:40:000459:4398
5701979;0;;43:40:000459:4399
5701957;0;;43:40:000459:4382
5701981;0;;43:40:000459:4400
5701983;0;;43:40:000459:4401
5701985;0;;43:40:000459:4402
5701987;0;;43:40:000459:4403
5701997;0;;43:40:000459:4404
5701999;0;;43:40:000459:4405
5702001;0;;43:40:000459:4406
5702003;0;;43:40:000459:4407
5702005;0;;43:40:000459:4408
5702007;1;Parse error;
5701959;1;Parse error;
5702009;0;;43:40:000459:4410
5702011;0;;43:40:000459:4387
5702013;0;;43:40:000459:4492
5702015;0;;43:40:000459:4411
5702017;0;;43:40:000459:4412
5702019;0;;43:40:000459:4413
5702021;0;;43:40:000459:4414
5702023;0;;43:40:000459:4415
5702025;0;;43:40:000459:4416
5702027;0;;43:40:000459:4417
5701961;0;;43:40:000459:4384
5702029;0;;43:40:000459:4418
5702031;0;;43:40:000459:4419
5702033;0;;43:40:000459:4420
5702035;0;;43:40:000459:4421
5702037;0;;43:40:000459:4422
5702039;0;;43:40:000459:4423
5702041;0;;43:40:000459:4424
5702043;0;;43:40:000459:4425
5702045;0;;43:40:000459:4426
5702047;0;;43:40:000459:4427
5702049;0;;43:40:000459:4428
5702051;0;;43:40:000459:4429
5702053;0;;43:40:000459:4430
5702055;0;;43:40:000459:4431
5702057;0;;43:40:000459:4432
5702059;1;Parse error;
5702061;1;Parse error;
5702063;0;;43:40:000459:4435
5702065;0;;43:40:000459:4436
5702067;0;;43:40:000459:4437
5702069;0;;43:40:000459:4438
5702071;0;;43:40:000459:4439
5702073;0;;43:40:000459:4440
5702075;0;;43:40:000459:4441
5702077;0;;43:40:000459:4442
5702079;0;;43:40:000459:4443
5702081;0;;43:40:000459:4444
5702083;0;;43:40:000459:4445
5702085;0;;43:40:000459:4446
5702087;0;;43:40:000459:4447
5701963;0;;43:40:000459:4388
5702089;0;;43:40:000459:4448
5702091;0;;43:40:000459:4449
5702093;0;;43:40:000459:4450
5702095;0;;43:40:000459:4451
5702097;0;;43:40:000459:4452
5702099;0;;43:40:000459:4453
5702101;0;;43:40:000459:4454
5702103;0;;43:40:000459:4455
5702105;0;;43:40:000459:4456
5702107;0;;43:40:000459:4457
5701965;0;;43:40:000459:4389
5702109;0;;43:40:000459:4458
5702111;0;;43:40:000459:4459
5702113;1;Parse error;
5702115;1;Parse error;
5702117;0;;43:40:000459:4462
5702119;0;;43:40:000459:4463
5702121;0;;43:40:000459:4464
5702123;0;;43:40:000459:4465
5702125;0;;43:40:000459:4466
5702127;0;;43:40:000459:4467
5701967;0;;43:40:000459:4547
5702129;0;;43:40:000459:4468
5702131;0;;43:40:000459:4469
5702133;0;;43:40:000459:4470
5702135;0;;43:40:000459:4471
5702137;0;;43:40:000459:4472
5702139;0;;43:40:000459:4473
5702141;0;;43:40:000459:4474
5702143;0;;43:40:000459:4475
5702145;0;;43:40:000459:4476
5702147;0;;43:40:000459:4477
5927756;1;Объект по этому адресу не найден. Попробуйте сделать расширенный поиск по адресу.;
4382603;0;;43:40:000459:4548
5692368;0;;43:40:000459:4548
5692391;0;;43:40:000459:4548
4328064;0;;43:40:000459:4548
4347290;0;;43:40:000459:4548
4688071;0;;43:40:000459:4655
4418715;0;;43:40:000459:4656
4620777;0;;43:40:000459:4657
4382647;0;;43:40:000459:4662
4608583;0;;43:40:000459:4663
4451689;0;;43:40:000459:4664
4553145;0;;43:40:000459:4665
4639311;0;;43:40:000459:4666
4602425;0;;43:40:000459:4667
4608585;0;;43:40:000459:4668
4602427;0;;43:40:000459:4669
4681971;0;;43:40:000459:4670
4776367;0;;43:40:000459:4671
4602429;0;;43:40:000459:4672
4740933;0;;43:40:000459:4673
4746821;0;;43:40:000459:4674
4451873;0;;43:40:000459:4675
4589775;0;;43:40:000459:4676
4445195;0;;43:40:000459:4677
4681063;0;;43:40:000459:4678
4534481;0;;43:40:000459:4679
4445199;1;Parse error;
4746829;1;Parse error;
4546921;0;;43:40:000459:4682
4657233;0;;43:40:000459:4683
4390563;0;;43:40:000459:4684
4657235;0;;43:40:000459:4685
4639319;0;;43:40:000459:4686
4509295;0;;43:40:000459:4687
4425329;0;;43:40:000459:4688
4458237;0;;43:40:000459:4689
4746831;0;;43:40:000459:4690
4705043;0;;43:40:000459:4691
4705863;0;;43:40:000459:4692
4746769;0;;43:40:000459:4693
4639321;0;;43:40:000459:4694
4705045;0;;43:40:000459:4695
4776415;0;;43:40:000459:4696
4490297;0;;43:40:000459:4697
4419753;0;;43:40:000459:4698
4740947;0;;43:40:000459:4699
4405007;0;;43:40:000459:4700
4770425;0;;43:40:000459:4701
4405009;0;;43:40:000459:4702
4490301;0;;43:40:000459:4703
4675121;0;;43:40:000459:4704
4663187;0;;43:40:000459:4705
4418785;0;;43:40:000459:4706
4572583;0;;43:40:000459:4707
4752695;0;;43:40:000459:4708
4681069;0;;43:40:000459:4709
4596207;0;;43:40:000459:4710
4398007;0;;43:40:000459:4711
4710997;1;Parse error;
4633093;1;Parse error;
4676039;0;;43:40:000459:4714
4639285;0;;43:40:000459:4715
4390573;0;;43:40:000459:4716
4458245;0;;43:40:000459:4717
4521819;0;;43:40:000459:4718
4602443;0;;43:40:000459:4719
4471397;0;;43:40:000459:4720
4445217;0;;43:40:000459:4721
4390579;0;;43:40:000459:4722
4546993;0;;43:40:000459:4723
4471405;0;;43:40:000459:4724
4503699;0;;43:40:000459:4725
4669193;0;;43:40:000459:4726
4432135;0;;43:40:000459:4727
4711007;0;;43:40:000459:4728
4496609;0;;43:40:000459:4729
4446151;0;;43:40:000459:4730
4645339;0;;43:40:000459:4731
4534499;0;;43:40:000459:4732
4515587;0;;43:40:000459:4733
4746841;0;;43:40:000459:4734
4596215;0;;43:40:000459:4735
4398017;0;;43:40:000459:4736
4693129;0;;43:40:000459:4737
4577765;0;;43:40:000459:4738
4559441;0;;43:40:000459:4739
4770441;0;;43:40:000459:4740
4553171;0;;43:40:000459:4741
4577767;0;;43:40:000459:4742
4546999;0;;43:40:000459:4743
4418797;0;;43:40:000459:4744
4571723;0;;43:40:000459:4745
4752713;0;;43:40:000459:4746
4484031;1;Parse error;
4458187;1;Parse error;
4411937;0;;43:40:000459:4749
4776441;0;;43:40:000459:4750
4547001;0;;43:40:000459:4751
4425363;0;;43:40:000459:4752
4741781;0;;43:40:000459:4753
4451713;0;;43:40:000459:4754
4758603;0;;43:40:000459:4755
4547003;0;;43:40:000459:4756
4770447;0;;43:40:000459:4757
4571725;0;;43:40:000459:4758
4589747;0;;43:40:000459:4759
4723841;0;;43:40:000459:4760
4528177;0;;43:40:000459:4761
4398029;0;;43:40:000459:4762
4633101;0;;43:40:000459:4763
4651311;0;;43:40:000459:4764
4477611;0;;43:40:000459:4765
4740859;0;;43:40:000459:4766
4602331;0;;43:40:000459:4767
4633005;0;;43:40:000459:4768
4433039;0;;43:40:000459:4769
4521769;0;;43:40:000459:4770
4639287;0;;43:40:000459:4550
4490211;0;;43:40:000459:4551
4728951;0;;43:40:000459:4552
4540665;0;;43:40:000459:4553
4639239;1;Parse error;
4698995;1;Parse error;
4438593;0;;43:40:000459:4556
4722897;0;;43:40:000459:4557
4645235;0;;43:40:000459:4558
4651251;0;;43:40:000459:4559
4669195;0;;43:40:000459:4560
4657201;0;;43:40:000459:4561
4490269;0;;43:40:000459:4562
4776381;0;;43:40:000459:4563
4566401;0;;43:40:000459:4564
